iter	Passed	Remaining
409	115244	165840
410	115561	165609
411	115869	165367
412	116308	165310
413	116744	165246
414	117056	165007
415	117364	164761
416	117632	164459
417	117893	164148
418	118194	163892
419	118501	163645
420	118815	163406
421	119124	163161
422	119423	162901
423	119728	162650
424	120064	162439
425	120425	162263
426	120881	162212
427	121215	161998
428	121513	161734
429	121802	161459
430	122101	161196
431	122392	160923
432	122667	160629
433	122965	160365
434	123262	160099
435	123507	159766
436	123668	159326
437	123923	159007
438	124164	158670
439	124341	158252
440	124543	157868
441	124831	157592
442	125104	157298
443	125397	157029
444	125714	156789
445	125990	156498
446	126372	156340
447	126839	156284
448	127145	156029
449	127425	155742
450	127911	155705
451	128393	155663
452	128993	155760
453	129314	155518
454	129691	155345
455	130205	155333
456	130599	155175
457	131084	155126
458	131415	154893
459	131687	154589
460	131947	154273
461	132205	153953
462	132507	153685
463	132650	153234
464	132778	152767
465	132915	152310
466	133036	151838
467	133184	151397
468	133323	150948
469	133452	150489
470	133860	150344
471	134551	150514
472	135161	150591
473	135547	150417
474	135780	150073
475	136021	149738
476	136278	149421
477	136514	149080
478	136745	148735
479	136980	148395
480	137212	148052
481	137430	147694
482	137664	147355
483	137897	147014
484	138125	146668
485	138363	146335
486	138590	145989
487	138710	145531
488	138829	145075
489	138950	144621
490	139072	144170
491	139196	143723
492	139313	143269
493	139433	142820
494	139560	142380
495	139680	141933
496	139798	141486
497	139950	141074
498	140077	140638
499	140194	140194
500	140359	139798
501	140595	139474
502	141020	139338
503	141299	139056
504	141551	138748
505	141735	138373
506	142156	138231
507	142400	137915
508	142634	137590
509	143051	137441
510	143366	137193
511	143636	136903
512	143879	136587
513	144141	136289
514	144600	136177
515	144871	135887
516	145105	135563
517	145336	135236
518	145620	134958
519	145856	134636
520	146095	134317
521	146314	133981
522	146535	133647
523	146758	133314
524	146948	132953
525	147175	132626
526	147419	132313
527	147648	131989
528	147887	131673
529	148147	131375
530	148379	131054
531	148610	130732
532	148744	130325
533	148861	129905
534	148979	129486
535	149097	129069
536	149219	128656
537	149337	128241
538	149457	127828
539	149578	127418
540	149745	127047
541	149972	126729
542	150201	126412
543	150426	126092
544	150647	125770
545	150865	125444
546	151112	125144
547	151338	124826
548	151559	124505
549	151823	124219
550	152051	123903
551	152271	123582
552	152496	123265
553	152715	122943
554	152941	122628
555	153168	122314
556	153388	121994
557	153614	121680
558	153837	121363
559	154062	121048
560	154290	120737
561	154516	120423
562	154717	120091
563	154837	119697
564	154969	119312
565	155197	119003
566	155365	118647
567	155509	118275
568	155807	118019
569	155981	117670
570	156148	117316
571	156300	116952
572	156553	116663
573	156795	116367
574	157421	116355
575	158062	116351
576	158443	116155
577	158801	115941
578	159102	115685
579	159389	115419
580	160025	115405
581	160492	115267
582	160754	114982
583	161106	114761
584	161375	114479
585	161619	114181
586	161851	113875
587	162088	113572
588	162323	113268
589	162563	112967
590	162865	112710
591	163108	112412
592	163355	112117
593	163604	111823
594	163843	111523
595	164083	111224
596	164259	110881
597	164531	110604
598	164793	110321
599	165064	110043
600	165316	109752
601	165583	109471
602	165876	109209
603	166119	108913
604	166360	108615
605	166619	108330
606	166942	108086
607	167234	107822
608	167519	107553
609	167806	107286
610	168123	107037
611	168460	106801
612	168649	106471
613	168872	106164
614	169199	105921
615	169516	105672
616	169801	105403
617	170062	105119
618	170302	104822
619	170601	104561
620	170876	104286
621	171136	104002
622	171369	103701
623	171605	103403
624	172031	103219
625	172287	102932
626	172632	102698
627	173035	102498
628	173529	102352
629	173720	102026
630	173992	101748
631	174302	101492
632	174622	101242
633	175529	101330
634	176007	101169
635	176168	100826
636	176304	100468
637	176522	100158
638	176707	99829
639	176931	99523
640	177484	99402
641	178007	99262
642	178479	99093
643	178870	98878
644	179291	98679
645	179626	98432
646	179985	98199
647	180267	97923
648	180555	97650
649	180842	97376
650	181095	97085
651	181332	96784
652	181596	96499
653	181837	96201
654	183035	96408
655	183476	96213
656	183769	95940
657	183980	95625
658	184161	95294
659	184408	94998
660	184648	94698
661	184901	94405
662	185242	94157
663	185668	93952
664	186103	93751
665	186558	93559
666	186958	93339
667	187414	93146
668	187710	92873
669	188022	92608
670	188333	92342
671	188677	92092
672	189006	91835
673	189389	91603
674	189653	91314
675	189903	91019
676	190400	90841
677	190672	90555
678	190933	90264
679	191191	89972
680	191451	89681
681	191743	89405
682	191995	89110
683	192229	88807
684	192535	88538
685	192947	88317
686	193313	88074
687	193577	87785
688	193816	87484
689	194061	87186
690	194296	86885
691	194531	86583
692	194768	86282
693	194998	85979
694	195256	85687
695	195488	85385
696	195741	85092
697	196012	84807
698	196154	84467
699	196292	84125
700	196414	83777
701	196538	83430
702	196777	83133
703	196993	82826
704	197382	82592
705	197650	82307
706	197928	82027
707	198168	81730
708	198411	81435
709	198658	81142
710	198900	80847
711	199156	80557
712	199399	80263
713	199590	79948
714	199855	79662
715	200104	79370
716	200409	79101
717	200932	78917
718	201411	78715
719	201767	78465
720	202118	78212
721	202519	77978
722	203446	77945
723	203862	77715
724	205029	77769
725	206657	77994
726	207672	77984
727	208306	77828
728	208800	77619
729	209689	77556
730	210350	77406
731	210802	77179
732	211153	76914
733	211480	76640
734	211765	76350
735	212056	76063
736	212344	75775
737	212651	75494
738	213153	75281
739	213852	75137
740	214396	74937
741	215281	74855
742	215794	74642
743	216334	74437
744	216742	74187
745	217135	73930
746	217772	73757
747	218335	73556
748	218702	73289
749	218989	72996
750	219302	72711
751	219628	72430
752	219964	72152
753	220428	71916
754	220837	71662
755	221313	71429
756	221704	71167
757	222083	70902
758	222423	70624
759	222855	70375
760	223226	70106
761	223543	69820
762	223834	69526
763	224176	69248
764	224540	68976
765	224884	68698
766	225244	68424
767	225621	68156
768	226004	67889
769	226383	67620
770	226742	67346
771	227053	67057
772	227387	66774
773	227683	66481
774	227958	66181
775	228314	65905
776	228690	65634
777	229163	65391
778	229543	65120
779	229976	64865
780	230282	64573
781	230627	64292
782	231019	64024
783	231356	63741
784	231713	63462
785	232064	63182
786	232408	62901
787	232814	62635
788	233184	62359
789	233668	62114
790	234028	61835
791	234398	61559
792	234854	61305
793	235215	61025
794	235586	60748
795	235970	60474
796	236312	60190
797	236641	59901
798	236962	59611
799	237366	59341
800	237683	59049
801	237982	58753
802	238290	58459
803	238572	58159
804	238835	57854
805	239193	57572
806	239463	57269
807	239661	56949
808	239832	56622
809	239992	56294
810	240136	55962
811	240303	55636
812	240510	55320
813	240823	55028
814	241168	54743
815	241410	54435
816	241659	54129
817	241904	53822
818	242158	53517
819	242420	53214
820	242676	52910
821	243012	52623
822	243284	52322
823	243639	52039
824	243933	51743
825	244311	51465
826	244641	51176
827	244910	50875
828	245236	50585
829	245595	50302
830	245888	50006
831	246198	49713
832	246502	49418
833	246656	49094
834	246809	48770
835	246948	48444
836	247078	48116
837	247212	47790
838	247339	47463
839	247461	47135
840	247584	46808
841	247718	46483
842	247847	46158
843	247965	45832
844	248085	45506
845	248205	45181
846	248328	44857
847	248447	44533
848	248641	44222
849	248874	43918
850	249091	43613
851	249315	43308
852	249529	43002
853	249752	42697
854	250002	42398
855	250216	42092
856	250467	41793
857	250713	41493
858	251046	41207
859	251281	40906
860	251498	40602
861	251749	40303
862	251965	39999
863	252205	39698
864	252446	39399
865	252702	39101
866	252912	38797
867	253147	38497
868	253481	38211
869	253799	37924
870	254086	37631
871	254328	37332
872	254574	37034
873	254825	36736
874	255113	36444
875	255381	36149
876	255590	35846
877	255811	35545
878	256045	35246
879	256255	34943
880	256466	34641
881	256722	34346
882	256977	34050
883	257190	33749
884	257397	33447
885	257599	33144
886	257720	32832
887	257843	32520
888	257974	32210
889	258125	31903
890	258243	31592
891	258358	31281
892	258446	30967
893	258566	30657
894	258813	30363
895	259055	30068
896	259273	29771
897	259484	29473
898	259702	29176
899	259914	28879
900	260142	28583
901	260367	28288
902	260582	27991
903	260794	27694
904	261010	27398
905	261226	27102
906	261439	26806
907	261652	26511
908	261877	26216
909	262103	25922
910	262331	25628
911	262560	25334
912	262779	25040
913	262996	24745
914	263212	24451
915	263422	24156
916	263591	23858
917	263721	23556
918	263835	23254
919	263951	22952
920	264068	22650
921	264180	22349
922	264298	22048
923	264414	21748
924	264533	21448
925	264648	21148
926	264775	20850
927	264906	20553
928	265022	20254
929	265135	19956
930	265260	19659
931	265375	19362
932	265490	19065
933	265608	18768
934	265806	18478
935	266019	18189
936	266228	17900
937	266443	17611
938	266656	17322
939	266876	17034
940	267092	16746
941	267309	16458
942	267521	16170
943	267732	15882
944	267954	15595
945	268167	15307
946	268380	15020
947	268598	14733
948	268837	14447
949	269073	14161
950	269296	13875
951	269525	13589
952	269745	13303
953	269980	13017
954	270219	12732
955	270498	12449
956	270835	12169
957	271131	11886
958	271348	11600
959	271574	11315
960	271882	11033
961	272178	10751
962	272446	10467
963	272736	10185
964	272980	9900
965	273274	9618
966	273600	9336
967	273956	9056
968	274264	8774
969	274524	8490
970	274745	8205
971	274951	7920
972	275200	7636
973	275412	7351
974	275641	7067
975	275796	6781
976	275923	6495
977	276078	6210
978	276226	5925
979	276385	5640
980	276583	5356
981	276742	5072
982	277062	4791
983	277315	4509
984	277587	4227
985	277902	3945
986	278252	3664
987	278538	3383
988	279036	3103
989	279408	2822
990	279810	2541
991	280122	2259
992	280402	1976
993	280713	1694
994	281063	1412
995	281457	1130
996	281779	847
997	282073	565
998	282360	282
999	282626	0
