iter	MultiClass
190	0.06505316403
191	0.0649653094
192	0.06478381551
193	0.06472590836
194	0.06457980196
195	0.06445685484
196	0.06416248603
197	0.06403844202
198	0.06397602615
199	0.06376372107
200	0.06355588912
201	0.06336623926
202	0.06317472874
203	0.06311186018
204	0.06294407641
205	0.06286045865
206	0.06277707341
207	0.06255606684
208	0.06222890476
209	0.06200338572
210	0.06173695677
211	0.06156822073
212	0.06152830212
213	0.06144297288
214	0.06127782919
215	0.06097428632
216	0.06091865601
217	0.06077827955
218	0.06054694604
219	0.06049752153
220	0.06027770755
221	0.06002664766
222	0.05988337807
223	0.05961430236
224	0.059450013
225	0.05928370771
226	0.05916954194
227	0.0590724426
228	0.05880558176
229	0.0585790979
230	0.05848324533
231	0.0584302741
232	0.0583198488
233	0.05813732031
234	0.05792649556
235	0.05773425116
236	0.05765502429
237	0.05735265931
238	0.05728633861
239	0.05723228134
240	0.05703027874
241	0.0569119987
242	0.0567551051
243	0.0565030401
244	0.05641350394
245	0.05636787022
246	0.05628852927
247	0.05612874612
248	0.05599720697
249	0.05586826629
250	0.05579584788
251	0.05563463694
252	0.05559936463
253	0.05550721863
254	0.05549120757
255	0.05540870485
256	0.05525014829
257	0.05507975001
258	0.05491826752
259	0.05477499786
260	0.05454029943
261	0.05436428626
262	0.05420851744
263	0.05402418583
264	0.05386892184
265	0.05375701678
266	0.05364370614
267	0.05360682366
268	0.05342574506
269	0.05333229957
270	0.05321202304
271	0.05316688501
272	0.05311622184
273	0.05306533109
274	0.05295645088
275	0.05293901975
276	0.05285376274
277	0.05273023563
278	0.05254371012
279	0.05236995654
280	0.05235345773
281	0.05210857005
282	0.05202441001
283	0.0519756075
284	0.05182110016
285	0.0517344017
286	0.05159753573
287	0.05151058675
288	0.05139112029
289	0.05128586703
290	0.05106637391
291	0.05094118308
292	0.05078581196
293	0.05069960691
294	0.05057236803
295	0.05053091658
296	0.05036189382
297	0.05032100861
298	0.05021725284
299	0.05012431456
300	0.0500643404
301	0.04998947841
302	0.04989151367
303	0.04972530274
304	0.04964522492
305	0.04951690056
306	0.04949185058
307	0.04937203127
308	0.04922133604
309	0.0491092463
310	0.04908830149
311	0.04890405185
312	0.04888209787
313	0.04876645335
314	0.04870613363
315	0.04865280332
316	0.04849287166
317	0.04843093978
318	0.04828471738
319	0.04824779707
320	0.04804507812
321	0.04799300556
322	0.047878105
323	0.04773971364
324	0.04761137834
325	0.04755128777
326	0.04748426908
327	0.04739404867
328	0.04729753943
329	0.04713832195
330	0.04697691809
331	0.04688157616
332	0.04673382992
333	0.0467009243
334	0.04660911098
335	0.04647553881
336	0.04645533482
337	0.04643356562
338	0.04637357278
339	0.04627638232
340	0.04619436382
341	0.04613613563
342	0.04608072205
343	0.04601972142
344	0.04597444159
345	0.04593795454
346	0.04580603047
347	0.04574651742
348	0.0456741606
349	0.04557543046
350	0.0455262911
351	0.04546299303
352	0.04543390515
353	0.04540264728
354	0.04533107389
355	0.04529801209
356	0.04524714737
357	0.04509777176
358	0.04498115623
359	0.04494222854
360	0.04482240726
361	0.04477758335
362	0.04472494251
363	0.04467326128
364	0.04462505267
365	0.04450094122
366	0.04433598457
367	0.04415537182
368	0.04411323925
369	0.04397274411
370	0.04385394328
371	0.04369664881
372	0.04365061039
373	0.04355546363
374	0.04352291446
375	0.04343863726
376	0.0433974977
377	0.04325486853
378	0.04316916241
379	0.04309559684
380	0.04306125919
381	0.04294685908
382	0.04292290808
383	0.04285732735
384	0.04272175348
385	0.0426574174
386	0.04259315021
387	0.04253169278
388	0.0424547469
389	0.04232748087
390	0.04227925935
391	0.04219244519
392	0.04210820192
393	0.0420705286
394	0.0420216892
395	0.04196176677
396	0.04189879189
397	0.04188536434
398	0.04180615304
399	0.04175444805
400	0.04172502725
401	0.04166289826
402	0.04155983158
403	0.04154375734
404	0.04150000897
405	0.04136564397
406	0.04134550338
407	0.04127428173
408	0.04119207209
409	0.04108148045
410	0.04101451006
411	0.04091937132
412	0.0408486438
413	0.04076386131
414	0.04072645161
415	0.04072086811
416	0.04067951471
417	0.04059841124
418	0.04054731415
419	0.04043868882
420	0.04036520888
421	0.04031360092
422	0.04028366746
423	0.04025160587
424	0.0402408304
425	0.04019301188
426	0.0401641283
427	0.04008866172
428	0.04000613645
429	0.03989238296
430	0.03982822242
431	0.03979988438
432	0.03978962108
433	0.03969710185
434	0.03967555043
435	0.03958490744
436	0.03955544297
437	0.03952166925
438	0.03948143986
439	0.03943949366
440	0.03932045861
441	0.03928632384
442	0.03921772567
443	0.03915942683
444	0.03910927928
445	0.0390227229
446	0.03896004834
447	0.03887366439
448	0.03878024177
449	0.03868036307
450	0.0386178475
451	0.03856103307
452	0.03850185329
453	0.03844460887
454	0.0383880594
455	0.03837029002
456	0.03834436506
457	0.03832751763
458	0.03830058301
459	0.03828766886
460	0.038234575
461	0.03820009185
462	0.03812008278
463	0.03809129467
464	0.03801941053
465	0.03795745349
466	0.03789994651
467	0.03786772035
468	0.03784379518
469	0.03781305266
470	0.03779961946
471	0.03773927031
472	0.03762431411
473	0.03758269886
474	0.03749841416
475	0.03747209663
476	0.03740840831
477	0.03734352937
478	0.03731948287
479	0.03729335023
480	0.03725263155
481	0.03720335271
482	0.03715944282
483	0.03706208719
484	0.03699675038
485	0.0369357216
486	0.03686890108
487	0.03682520579
488	0.03680447913
489	0.03673572251
490	0.03662962949
491	0.03661252939
492	0.03652348598
493	0.0365033984
494	0.03648938599
495	0.03645090545
496	0.03639036446
497	0.03637744989
498	0.0363327024
499	0.03629423614
500	0.03623462394
501	0.03620726516
502	0.03619047953
503	0.03610771191
504	0.036087926
505	0.03608579085
506	0.03605152905
507	0.0359595518
508	0.03593441291
509	0.03592438427
510	0.03590178218
511	0.03585781125
512	0.03584828965
513	0.03579922756
514	0.0357804141
515	0.03575690537
516	0.03574076429
517	0.03568152714
518	0.03563662032
519	0.03561888843
520	0.03560495222
521	0.03557288168
522	0.0355484913
523	0.03551891504
524	0.03551717934
525	0.0354424437
526	0.03535210824
527	0.03533371636
528	0.03530112931
529	0.0352884279
530	0.03526972134
531	0.03525195854
532	0.03524126594
533	0.0351913446
534	0.03515288114
535	0.03511194815
536	0.03510570034
537	0.03508895474
538	0.03505652119
539	0.03497494896
540	0.03494565684
541	0.03488495376
542	0.03483581192
543	0.03476888562
544	0.03475626956
545	0.03473767705
546	0.03470304913
547	0.0346782051
548	0.03463129874
549	0.03462548974
550	0.03461158757
551	0.03460328867
552	0.03456611656
553	0.03454281069
554	0.03449065248
555	0.03447570159
556	0.03440625709
557	0.03433959682
558	0.03423267269
559	0.0341767184
560	0.03411191733
561	0.03410150576
562	0.03406863958
563	0.03402507232
564	0.03400217523
565	0.0339719423
566	0.03392490974
567	0.03388001588
568	0.03382892847
569	0.03374908516
570	0.03374705235
571	0.03369721001
572	0.03364690959
573	0.03361732434
574	0.03355880383
575	0.03353381883
576	0.03348448931
577	0.03339705537
578	0.03335953114
579	0.03330743088
580	0.03327787037
581	0.03322730149
582	0.03319622064
583	0.03318228886
584	0.03312008189
585	0.03310686261
586	0.03307242761
587	0.03303281667
588	0.03296828211
589	0.0329443059
590	0.03292981281
591	0.03285924157
592	0.0328404988
593	0.03280116535
594	0.03277465665
595	0.0327486159
596	0.03274225666
597	0.03273570135
598	0.03268392412
599	0.03264558153
600	0.03260556017
601	0.03257959408
602	0.03256009911
603	0.03251100443
604	0.03247973499
605	0.03245278487
606	0.03237513662
607	0.03231620235
608	0.03230085173
609	0.03227586712
610	0.03225235346
611	0.03223858107
612	0.03221870695
613	0.03219506991
614	0.03217964723
615	0.03212905498
616	0.03210015302
617	0.03207301556
618	0.03206116381
619	0.03203433666
620	0.03202289755
621	0.03200119532
622	0.03191543444
623	0.03188656556
624	0.03187619801
625	0.03183586634
626	0.03181415892
627	0.03177132377
628	0.03173016352
629	0.03172549355
630	0.03171101876
631	0.03165255271
632	0.0316100396
633	0.03158093432
634	0.03154720266
635	0.03151260644
636	0.03145773297
637	0.03143425062
638	0.03138071706
639	0.03133738857
640	0.03131761503
641	0.03130872992
642	0.0312990676
643	0.03127269906
644	0.03125534647
645	0.03123868163
646	0.03122238891
647	0.03117797454
648	0.03115394806
649	0.03111919526
650	0.03108008671
651	0.03106873621
652	0.03106366524
653	0.0310212199
654	0.03100976756
655	0.03096373827
656	0.03093127114
657	0.03092600986
658	0.03091462424
659	0.03085587022
660	0.03084253794
661	0.03080334254
662	0.03078878144
663	0.03073456758
664	0.03068951748
665	0.03064354573
666	0.03060044834
667	0.03055174023
668	0.03053698832
669	0.0305205269
670	0.03050627688
671	0.03048722294
672	0.03040934207
673	0.03039234133
674	0.03036201313
675	0.03035134235
676	0.03032650443
677	0.03027742456
678	0.03026518393
679	0.03023623195
680	0.03021080184
681	0.03019978077
682	0.03014451052
683	0.03012912408
684	0.03007741025
685	0.03006000767
686	0.03005125421
687	0.03003979129
688	0.03000060362
689	0.02995281593
690	0.02993101251
691	0.02991038743
692	0.02989346993
693	0.02987060839
694	0.02986517722
695	0.02986214642
696	0.02982720385
697	0.02977277608
698	0.02976753314
699	0.02971808244
700	0.02968582846
701	0.02964748344
702	0.02960588366
703	0.02956939229
704	0.02954430398
705	0.02948661278
706	0.02947098221
707	0.02944624659
708	0.0293733865
709	0.02935989634
710	0.02933574592
711	0.02928261708
712	0.02927565889
713	0.02927127816
714	0.02921366244
715	0.02917847834
716	0.02913799915
717	0.02912673866
718	0.0290770912
719	0.02906532783
720	0.02901710363
721	0.02899396789
722	0.0289417194
723	0.02891448177
724	0.02891079343
725	0.02890348999
726	0.02889863401
727	0.02886589789
728	0.02883115073
729	0.02880292775
730	0.02874806738
731	0.02873969553
732	0.02872753861
733	0.02871347816
734	0.02866333178
735	0.02865909895
736	0.02864661043
737	0.02862821555
738	0.02859170129
739	0.02856532867
740	0.02855406604
741	0.0284974098
742	0.02846968895
743	0.02841239864
744	0.02840021714
745	0.02836761627
746	0.02831368864
747	0.02829121041
748	0.02828252345
749	0.02826001899
750	0.02824923655
751	0.02822077999
752	0.02821232031
753	0.02820284453
754	0.02820194057
755	0.02819665867
756	0.02818733202
757	0.02813456141
758	0.02808903119
759	0.0280801796
760	0.02805638223
761	0.02802939807
762	0.02800826449
763	0.02798562693
764	0.02795420572
765	0.02794290916
766	0.02793798098
767	0.02789231863
768	0.02788411293
769	0.02787898425
770	0.02787163962
771	0.02786340845
772	0.02783433179
773	0.02779021971
774	0.02776716262
775	0.027726695
776	0.02772488711
777	0.02772242482
778	0.02768833223
779	0.02766266982
780	0.02764711704
781	0.02762458634
782	0.02762143153
783	0.02760277282
784	0.02759965944
785	0.02756420132
786	0.02753975546
787	0.02751410066
788	0.02747665626
789	0.02746997721
790	0.0274564997
791	0.02742597201
792	0.02741818971
793	0.02740920288
794	0.02738494017
795	0.02737203429
796	0.02734190656
797	0.02730783658
798	0.02730043115
799	0.02727745361
800	0.02727426924
801	0.02726243937
802	0.02723970238
803	0.0272315599
804	0.02719578103
805	0.02719307669
806	0.02716495604
807	0.02712310061
808	0.02710482876
809	0.02708979129
810	0.02708233603
811	0.02706037166
812	0.02703055763
813	0.02702184691
814	0.02698612189
815	0.02696701413
816	0.02693204579
817	0.02692467054
818	0.02691258846
819	0.02689029898
820	0.02688574152
821	0.02685825636
822	0.02681202631
823	0.02680449375
824	0.02680064704
825	0.02677643175
826	0.02673847223
827	0.02671000877
828	0.02670175219
829	0.02666102084
830	0.02664259216
831	0.02662285422
832	0.02658232487
833	0.02656830924
834	0.02655948603
835	0.02653285006
836	0.02652760888
837	0.02650403664
838	0.02647249545
839	0.02644940399
840	0.02644314481
841	0.02642441715
842	0.02640426381
843	0.02638580834
844	0.02636570444
845	0.02634416785
846	0.02632709449
847	0.02631942168
848	0.02628448094
849	0.0262808464
850	0.02627795991
851	0.02624324855
852	0.02623238779
853	0.02622044384
854	0.02618765944
855	0.02615109595
856	0.02613182309
857	0.02611892071
858	0.02611674303
859	0.0260980623
860	0.02608131038
861	0.02603733212
862	0.02603399704
863	0.02600274407
864	0.02596128962
865	0.025958397
866	0.02594092371
867	0.02589266035
868	0.02587815121
869	0.02586362501
870	0.0258256947
871	0.02582030985
872	0.02580811029
873	0.02580321798
874	0.02576751859
875	0.02574081982
876	0.02570838957
877	0.02568829434
878	0.02567225702
879	0.02564859441
880	0.02562890676
881	0.02561191013
882	0.02558699404
883	0.02558207494
884	0.02557173367
885	0.02553610382
886	0.02552237911
887	0.02551987698
888	0.02548639815
889	0.02547712772
890	0.02546343419
891	0.02545167067
892	0.02545106973
893	0.02542433917
894	0.02539665533
895	0.02539233762
896	0.02538958518
897	0.02537655632
898	0.02537008761
899	0.02533889075
900	0.02532941036
901	0.02529879462
902	0.02529222672
903	0.02527535883
904	0.02524295698
905	0.02521790617
906	0.02521076648
907	0.02518720152
908	0.0251846888
909	0.02516783442
910	0.02516106839
911	0.02515115127
912	0.02514025168
913	0.02513047235
914	0.02512334449
915	0.0251082423
916	0.0251076929
917	0.02507722206
918	0.02505672586
919	0.02504942908
920	0.02501688904
921	0.02500825742
922	0.02500315754
923	0.02498746964
924	0.02498565517
925	0.02495218718
926	0.02492707374
927	0.02491812975
928	0.02490940264
929	0.02488380715
930	0.02487726696
931	0.02484357338
932	0.02482154237
933	0.02479195002
934	0.02476037196
935	0.02473430137
936	0.02471505375
937	0.02471280419
938	0.02469270741
939	0.02467060026
940	0.02466943187
941	0.02464083823
942	0.02462250277
943	0.02461358022
944	0.02459555236
945	0.02456656132
946	0.02454048017
947	0.02453752448
948	0.02452808337
949	0.02450810904
950	0.02450154977
951	0.02447891792
952	0.02446568479
953	0.02445531797
954	0.02443998789
955	0.02443316937
956	0.02441166537
957	0.02437996975
958	0.02436530315
959	0.02435404161
960	0.02433329974
961	0.02432767651
962	0.0243034165
963	0.02429513592
964	0.02426202296
965	0.02423285773
966	0.0242251101
967	0.02421973857
968	0.02418285565
969	0.02417480569
970	0.02413104016
971	0.02411111557
972	0.02407606518
973	0.02404633819
974	0.02401684572
975	0.02400643606
976	0.02398903092
977	0.02395531129
978	0.02395004007
979	0.0239316735
980	0.0239263641
981	0.02390920254
982	0.02390291111
983	0.02388455724
984	0.0238795069
985	0.02385829442
986	0.02384913532
987	0.02381663269
988	0.02379800634
989	0.02378621744
990	0.02377625797
991	0.02376572245
992	0.02375742788
993	0.02374899271
994	0.0237311628
995	0.02372901227
996	0.02372201524
997	0.02372153711
998	0.0237188768
999	0.02370409449
