iter	RMSE
592	1.057962011
593	1.057919773
594	1.057165798
595	1.057059428
596	1.056677009
597	1.056373854
598	1.055884758
599	1.055415802
600	1.055282976
601	1.054786355
602	1.054355138
603	1.054014402
604	1.053575887
605	1.053310052
606	1.052479208
607	1.05147692
608	1.05138571
609	1.050906515
610	1.049960285
611	1.049239738
612	1.048149603
613	1.047938496
614	1.047732118
615	1.047548563
616	1.047028966
617	1.046621764
618	1.046191094
619	1.045842494
620	1.045447091
621	1.04463409
622	1.044382146
623	1.043592265
624	1.042986741
625	1.042059964
626	1.041532486
627	1.041273429
628	1.040904545
629	1.040635103
630	1.040356307
631	1.039159282
632	1.037845307
633	1.037122431
634	1.035809138
635	1.035801909
636	1.035529615
637	1.035265583
638	1.034957637
639	1.034490493
640	1.034485076
641	1.034351411
642	1.033970842
643	1.033606069
644	1.033420966
645	1.033207101
646	1.032710255
647	1.032522967
648	1.032518017
649	1.031889142
650	1.031605151
651	1.031175012
652	1.030668239
653	1.030436838
654	1.030201348
655	1.029969776
656	1.029636411
657	1.028855946
658	1.028535264
659	1.028314604
660	1.028049995
661	1.027882295
662	1.027419397
663	1.027192574
664	1.027186518
665	1.026758697
666	1.026503588
667	1.026188731
668	1.025460719
669	1.025207701
670	1.024783691
671	1.024479671
672	1.023940277
673	1.023452461
674	1.022235109
675	1.021844312
676	1.021600019
677	1.021303278
678	1.021187395
679	1.020345778
680	1.020077864
681	1.019564298
682	1.018568905
683	1.017769449
684	1.01745595
685	1.01730623
686	1.017048414
687	1.016827607
688	1.015577643
689	1.015287494
690	1.015125808
691	1.015003206
692	1.014547167
693	1.014117377
694	1.013296008
695	1.013291444
696	1.013086919
697	1.012704555
698	1.012648966
699	1.012462086
700	1.012457735
701	1.012301768
702	1.011885982
703	1.011516445
704	1.01140552
705	1.01119191
706	1.01083425
707	1.010618364
708	1.010423832
709	1.010270611
710	1.010016926
711	1.009772498
712	1.00905327
713	1.0088794
714	1.007717489
715	1.007014078
716	1.006032032
717	1.005398529
718	1.005189266
719	1.004967188
720	1.004402286
721	1.003514948
722	1.00306206
723	1.002828507
724	1.002691458
725	1.002403716
726	1.001824553
727	1.001631344
728	1.001627101
729	1.001479345
730	1.001175949
731	1.00101752
732	1.000100803
733	0.9998604942
734	0.999090598
735	0.9986925257
736	0.9986887192
737	0.9979897531
738	0.9978563093
739	0.9974230525
740	0.9970649536
741	0.9969407016
742	0.9963529899
743	0.9961207984
744	0.995816041
745	0.9958121731
746	0.9955191025
747	0.9951085201
748	0.9949714099
749	0.9940021623
750	0.9938252758
751	0.9932626523
752	0.9930829515
753	0.9927062058
754	0.9926072499
755	0.9924097433
756	0.9920510335
757	0.9917760876
758	0.9914106083
759	0.9912001268
760	0.9908517566
761	0.9906336947
762	0.9904488795
763	0.990203666
764	0.9900625935
765	0.9897377078
766	0.9895580448
767	0.98922706
768	0.9891515672
769	0.9889885338
770	0.9886795209
771	0.9878903621
772	0.9868032762
773	0.9860387377
774	0.9858939546
775	0.9857098494
776	0.9854930175
777	0.9850600727
778	0.9848931016
779	0.9841973575
780	0.9836363632
781	0.9832760648
782	0.9832709504
783	0.9828343638
784	0.9826869284
785	0.9823817556
786	0.9816874592
787	0.9815976525
788	0.9814681915
789	0.9810634162
790	0.9804658605
791	0.9800808986
792	0.9796752475
793	0.9789756349
794	0.978969875
795	0.9788206859
796	0.9782603745
797	0.9780520361
798	0.9776921503
799	0.9772861202
800	0.9770791574
801	0.9766300828
802	0.9763247037
803	0.9760223488
804	0.975705054
805	0.9755164624
806	0.9751785066
807	0.9746713105
808	0.9742268134
809	0.9739048602
810	0.9738397685
811	0.9735024625
812	0.9734955776
813	0.9732031202
814	0.9729894093
815	0.9728893396
816	0.9727918507
817	0.9727884239
818	0.9724439531
819	0.9719330052
820	0.9715434017
821	0.9713803431
822	0.9711671722
823	0.9708768335
824	0.9707405388
825	0.9702341467
826	0.9699506764
827	0.9691020906
828	0.9686852286
829	0.9682530269
830	0.968250174
831	0.9681607618
832	0.9680552099
833	0.967881363
834	0.9677335097
835	0.9675410754
836	0.9671157878
837	0.9670049534
838	0.9670015367
839	0.9668445931
840	0.966156421
841	0.9658113579
842	0.9654202406
843	0.9651960468
844	0.9651049283
845	0.9646246198
846	0.9640660556
847	0.963584799
848	0.9632950541
849	0.9630929034
850	0.9629751495
851	0.9626622245
852	0.9623334005
853	0.9616950801
854	0.961692046
855	0.961576958
856	0.9614858015
857	0.9608786747
858	0.9605966795
859	0.9600864991
860	0.9598305533
861	0.9595915084
862	0.9595038309
863	0.9593368179
864	0.9591888761
865	0.9585888823
866	0.9584093131
867	0.9582949295
868	0.9580693191
869	0.957852209
870	0.9576516396
871	0.9574704418
872	0.9572296523
873	0.9570236114
874	0.9561324147
875	0.9558601803
876	0.9556527235
877	0.9555214814
878	0.9552838486
879	0.9550046569
880	0.9548728748
881	0.9546340778
882	0.9544982599
883	0.9544039214
884	0.9540907548
885	0.9539775894
886	0.9538065353
887	0.9535355523
888	0.9532965705
889	0.9531686898
890	0.9526289241
891	0.9519408524
892	0.9518323734
893	0.9518292135
894	0.9513193938
895	0.9513170511
896	0.9510904704
897	0.9508874199
898	0.9504235892
899	0.9504206753
900	0.9503202474
901	0.9500718438
902	0.9499344759
903	0.9495893054
904	0.9493711975
905	0.9491079681
906	0.9486171318
907	0.9483648502
908	0.947767783
909	0.9473421333
910	0.9462749846
911	0.9461574833
912	0.9457294153
913	0.9455700023
914	0.9454939544
915	0.9454913357
916	0.9454184828
917	0.9451464148
918	0.9448543774
919	0.9447219485
920	0.9442749325
921	0.9441208001
922	0.9438519036
923	0.9436454232
924	0.9433683949
925	0.9430865553
926	0.9428777989
927	0.9427288437
928	0.9425012944
929	0.942253675
930	0.9420341974
931	0.9415003664
932	0.9412471099
933	0.9408613325
934	0.9408247511
935	0.9402355918
936	0.9393101378
937	0.9392892497
938	0.9390681218
939	0.938989856
940	0.9386994505
941	0.9385422663
942	0.9384890389
943	0.9382844876
944	0.9381993861
945	0.937893541
946	0.9371555198
947	0.9363290003
948	0.9360745285
949	0.9357873462
950	0.9355273294
951	0.9347849823
952	0.9342616204
953	0.934026955
954	0.9337682579
955	0.933644616
956	0.9333198457
957	0.9327905755
958	0.9321455928
959	0.9316195939
960	0.9315168565
961	0.9313462282
962	0.9311385767
963	0.9304909849
964	0.9298805619
965	0.9298043883
966	0.9290352464
967	0.9290325841
968	0.9287910043
969	0.9285818924
970	0.9283694091
971	0.9281553258
972	0.9276660569
973	0.92766358
974	0.9274563379
975	0.9270562305
976	0.9267431795
977	0.9266339548
978	0.9264147978
979	0.9259154139
980	0.9253931643
981	0.9251367792
982	0.9249942133
983	0.9248668309
984	0.924473716
985	0.9237626499
986	0.9231529813
987	0.9227194981
988	0.9226231658
989	0.9224472887
990	0.9223160445
991	0.9221378421
992	0.9215040103
993	0.9214168906
994	0.9210219887
995	0.9207492387
996	0.920653313
997	0.9205460599
998	0.9203668348
999	0.9203071774
